Application ID,Application Date,Channel, Amount Requested ,Risk Class,Decision,Decision Code,Outcome, Revenue/ (Loss) 
100392,12/10/2010,Online, $200 ,B,Approve,U,Good = Pay, $20 
100393,12/10/2010,Online, $500 ,B,Decline,D,n/a, $-   
100394,12/10/2010,Store, $300 ,J,Approve,U,Good = Pay, $30 
100395,12/10/2010,Online, $200 ,N,Decline,D,n/a, $-   
100396,12/10/2010,Online, $500 ,B,Decline,D,n/a, $-   
100397,12/10/2010,Online, $300 ,J,Decline,D,n/a, $-   
100398,12/10/2010,Online, $200 ,B,Approve,U,Good = Pay, $20 
100399,12/10/2010,Online, $500 ,N,Decline,D,n/a, $-   
100400,12/10/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100401,12/10/2010,Store, $200 ,B,Approve,U,Good = Pay, $20 
100402,12/10/2010,Store, $500 ,N,Decline,D,n/a, $-   
100403,12/10/2010,Online, $300 ,J,Decline,D,n/a, $-   
100404,12/10/2010,Online, $200 ,N,Decline,D,n/a, $-   
100405,12/10/2010,Online, $500 ,B,Decline,D,n/a, $-   
100406,12/10/2010,Online, $500 ,N,Decline,D,n/a, $-   
100407,12/10/2010,Online, $500 ,J,Decline,D,n/a, $-   
100408,12/10/2010,Online, $200 ,B,Approve,U,Good = Pay, $20 
100409,12/10/2010,Store, $300 ,N,Decline,D,n/a, $-   
100410,12/10/2010,Store, $200 ,N,Approve,S,Good = Pay, $20 
100411,12/10/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100412,12/10/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100413,12/10/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100414,12/13/2010,Store, $200 ,N,Approve,S,Good = Pay, $20 
100415,12/13/2010,Online, $500 ,B,Decline,D,n/a, $-   
100416,12/13/2010,Store, $500 ,N,Decline,D,n/a, $-   
100417,12/13/2010,Store, $300 ,B,Approve,U,Good = Pay, $30 
100418,12/13/2010,Online, $500 ,B,Decline,D,n/a, $-   
100419,12/13/2010,Online, $500 ,J,Decline,D,n/a, $-   
100420,12/13/2010,Online, $500 ,B,Decline,D,n/a, $-   
100421,12/13/2010,Online, $500 ,B,Decline,D,n/a, $-   
100422,12/13/2010,Online, $200 ,N,Decline,D,n/a, $-   
100423,12/13/2010,Online, $500 ,J,Decline,D,n/a, $-   
100424,12/13/2010,Online, $300 ,B,Approve,U,Good = Pay, $30 
100425,12/13/2010,Online, $200 ,N,Decline,D,n/a, $-   
100426,12/13/2010,Online, $500 ,N,Decline,D,n/a, $-   
100427,12/13/2010,Online, $500 ,B,Decline,D,n/a, $-   
100428,12/13/2010,Store, $500 ,B,Approve,S,Bad = Default, $(400)
100429,12/13/2010,Online, $500 ,J,Decline,D,n/a, $-   
100430,12/13/2010,Online, $300 ,N,Decline,D,n/a, $-   
100431,12/13/2010,Online, $200 ,B,Approve,U,Good = Pay, $20 
100432,12/13/2010,Online, $500 ,B,Decline,D,n/a, $-   
100433,12/13/2010,Online, $500 ,B,Decline,D,n/a, $-   
100434,12/13/2010,Online, $200 ,J,Approve,S,Good = Pay, $20 
100435,12/13/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100436,12/13/2010,Store, $500 ,N,Decline,D,n/a, $-   
100437,12/13/2010,Store, $300 ,N,Decline,D,n/a, $-   
100438,12/13/2010,Online, $500 ,B,Decline,D,n/a, $-   
100439,12/13/2010,Online, $500 ,B,Decline,D,n/a, $-   
100440,12/13/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100441,12/13/2010,Online, $300 ,N,Decline,D,n/a, $-   
100442,12/13/2010,Online, $200 ,N,Decline,D,n/a, $-   
100443,12/13/2010,Online, $500 ,B,Decline,D,n/a, $-   
100444,12/13/2010,Store, $300 ,B,Approve,U,Good = Pay, $30 
100445,12/13/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100446,12/13/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100447,12/13/2010,Store, $500 ,N,Decline,D,n/a, $-   
100448,12/13/2010,Online, $500 ,N,Decline,D,n/a, $-   
100449,12/13/2010,Store, $200 ,B,Approve,U,Good = Pay, $20 
100450,12/13/2010,Online, $500 ,B,Decline,D,n/a, $-   
100451,12/13/2010,Store, $300 ,B,Approve,U,Good = Pay, $30 
100452,12/13/2010,Store, $200 ,N,Approve,S,Good = Pay, $20 
100453,12/13/2010,Online, $500 ,B,Decline,D,n/a, $-   
100454,12/13/2010,Online, $500 ,J,Decline,D,n/a, $-   
100455,12/13/2010,Online, $500 ,B,Decline,D,n/a, $-   
100456,12/13/2010,Online, $200 ,N,Decline,D,n/a, $-   
100457,12/13/2010,Online, $500 ,B,Decline,D,n/a, $-   
100458,12/13/2010,Online, $500 ,B,Decline,D,n/a, $-   
100459,12/13/2010,Store, $200 ,B,Approve,U,Good = Pay, $20 
100460,12/13/2010,Store, $200 ,N,Approve,S,Good = Pay, $20 
100461,12/13/2010,Store, $500 ,J,Decline,D,n/a, $-   
100462,12/13/2010,Online, $500 ,N,Decline,D,n/a, $-   
100463,12/13/2010,Online, $500 ,B,Decline,D,n/a, $-   
100464,12/13/2010,Store, $200 ,N,Approve,S,Bad = Default, $(100)
100465,12/13/2010,Online, $500 ,N,Decline,D,n/a, $-   
100466,12/13/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100467,12/13/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100468,12/13/2010,Online, $200 ,B,Approve,U,Good = Pay, $20 
100469,12/13/2010,Online, $500 ,B,Decline,D,n/a, $-   
100470,12/13/2010,Store, $300 ,B,Approve,U,Good = Pay, $30 
100471,12/13/2010,Store, $200 ,B,Approve,U,Good = Pay, $20 
100472,12/13/2010,Online, $500 ,N,Decline,D,n/a, $-   
100473,12/13/2010,Online, $500 ,J,Decline,D,n/a, $-   
100474,12/13/2010,Online, $500 ,B,Decline,D,n/a, $-   
100475,12/13/2010,Online, $300 ,B,Approve,U,Good = Pay, $30 
100476,12/13/2010,Online, $200 ,N,Decline,D,n/a, $-   
100477,12/13/2010,Store, $500 ,J,Decline,D,n/a, $-   
100478,12/13/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100479,12/13/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100480,12/13/2010,Store, $500 ,N,Decline,D,n/a, $-   
100481,12/13/2010,Online, $500 ,N,Decline,D,n/a, $-   
100482,12/13/2010,Store, $200 ,N,Approve,S,Good = Pay, $20 
100483,12/14/2010,Online, $500 ,B,Decline,D,n/a, $-   
100484,12/14/2010,Store, $200 ,B,Approve,U,Good = Pay, $20 
100485,12/14/2010,Online, $200 ,N,Decline,D,n/a, $-   
100486,12/14/2010,Online, $500 ,B,Decline,D,n/a, $-   
100487,12/14/2010,Online, $200 ,B,Approve,U,Good = Pay, $20 
100488,12/14/2010,Online, $500 ,N,Decline,D,n/a, $-   
100489,12/14/2010,Online, $500 ,B,Decline,D,n/a, $-   
100490,12/14/2010,Online, $200 ,J,Approve,S,Good = Pay, $20 
100491,12/14/2010,Online, $500 ,B,Decline,D,n/a, $-   
100492,12/14/2010,Online, $200 ,B,Approve,U,Good = Pay, $20 
100493,12/14/2010,Online, $500 ,B,Decline,D,n/a, $-   
100494,12/14/2010,Online, $300 ,N,Decline,D,n/a, $-   
100495,12/14/2010,Online, $200 ,J,Approve,S,Good = Pay, $20 
100496,12/14/2010,Online, $500 ,N,Decline,D,n/a, $-   
100497,12/14/2010,Online, $500 ,B,Decline,D,n/a, $-   
100498,12/14/2010,Online, $500 ,N,Decline,D,n/a, $-   
100499,12/14/2010,Store, $200 ,J,Approve,U,Good = Pay, $20 
100500,12/14/2010,Online, $300 ,B,Approve,U,Good = Pay, $30 
100501,12/14/2010,Online, $200 ,N,Decline,D,n/a, $-   
100502,12/14/2010,Online, $500 ,N,Decline,D,n/a, $-   
100503,12/14/2010,Online, $500 ,B,Decline,D,n/a, $-   
100504,12/14/2010,Online, $500 ,B,Decline,D,n/a, $-   
100505,12/14/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100506,12/15/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100507,12/15/2010,Online, $300 ,N,Decline,D,n/a, $-   
100508,12/15/2010,Store, $500 ,J,Decline,D,n/a, $-   
100509,12/15/2010,Online, $500 ,B,Decline,D,n/a, $-   
100510,12/15/2010,Online, $200 ,J,Approve,S,Good = Pay, $20 
100511,12/15/2010,Store, $300 ,B,Approve,U,Good = Pay, $30 
100512,12/15/2010,Online, $500 ,J,Decline,D,n/a, $-   
100513,12/15/2010,Online, $500 ,B,Decline,D,n/a, $-   
100514,12/15/2010,Online, $500 ,N,Decline,D,n/a, $-   
100515,12/15/2010,Online, $500 ,B,Decline,D,n/a, $-   
100516,12/15/2010,Online, $200 ,B,Approve,U,Good = Pay, $20 
100517,12/15/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100518,12/15/2010,Store, $300 ,B,Approve,U,Good = Pay, $30 
100519,12/15/2010,Online, $200 ,B,Approve,U,Good = Pay, $20 
100520,12/15/2010,Online, $500 ,B,Decline,D,n/a, $-   
100521,12/15/2010,Online, $300 ,N,Decline,D,n/a, $-   
100522,12/15/2010,Online, $200 ,B,Approve,U,Good = Pay, $20 
100523,12/15/2010,Online, $500 ,J,Decline,D,n/a, $-   
100524,12/15/2010,Online, $500 ,B,Decline,D,n/a, $-   
100525,12/15/2010,Online, $500 ,N,Decline,D,n/a, $-   
100526,12/15/2010,Store, $200 ,B,Approve,U,Good = Pay, $20 
100527,12/15/2010,Store, $500 ,J,Decline,D,n/a, $-   
100528,12/15/2010,Online, $200 ,N,Decline,D,n/a, $-   
100529,12/15/2010,Online, $500 ,B,Decline,D,n/a, $-   
100530,12/15/2010,Online, $500 ,N,Decline,D,n/a, $-   
100531,12/15/2010,Online, $500 ,J,Decline,D,n/a, $-   
100532,12/15/2010,Online, $200 ,B,Approve,U,Good = Pay, $20 
100533,12/15/2010,Store, $200 ,J,Approve,U,Good = Pay, $20 
100534,12/16/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100535,12/16/2010,Online, $200 ,B,Approve,U,Good = Pay, $20 
100536,12/16/2010,Online, $500 ,B,Decline,D,n/a, $-   
100537,12/16/2010,Online, $200 ,B,Approve,U,Good = Pay, $20 
100538,12/16/2010,Store, $300 ,J,Approve,U,Good = Pay, $30 
100539,12/16/2010,Online, $200 ,B,Approve,U,Good = Pay, $20 
100540,12/16/2010,Online, $500 ,J,Decline,D,n/a, $-   
100541,12/16/2010,Store, $500 ,N,Decline,D,n/a, $-   
100542,12/16/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100543,12/16/2010,Online, $500 ,B,Decline,D,n/a, $-   
100544,12/16/2010,Online, $300 ,B,Approve,U,Good = Pay, $30 
100545,12/16/2010,Online, $200 ,B,Approve,U,Good = Pay, $20 
100546,12/16/2010,Online, $500 ,J,Decline,D,n/a, $-   
100547,12/16/2010,Online, $500 ,B,Decline,D,n/a, $-   
100548,12/16/2010,Online, $500 ,B,Decline,D,n/a, $-   
100549,12/16/2010,Store, $200 ,N,Approve,S,Good = Pay, $20 
100550,12/16/2010,Store, $500 ,J,Decline,D,n/a, $-   
100551,12/16/2010,Store, $300 ,B,Approve,U,Good = Pay, $30 
100552,12/16/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100553,12/16/2010,Store, $500 ,N,Decline,D,n/a, $-   
100554,12/16/2010,Store, $200 ,B,Approve,U,Good = Pay, $20 
100555,12/16/2010,Online, $500 ,J,Decline,D,n/a, $-   
100556,12/16/2010,Store, $200 ,N,Approve,S,Good = Pay, $20 
100557,12/17/2010,Store, $200 ,N,Approve,S,Bad = Default, $(100)
100558,12/17/2010,Online, $500 ,B,Decline,D,n/a, $-   
100559,12/17/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100560,12/17/2010,Online, $300 ,B,Approve,U,Good = Pay, $30 
100561,12/17/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100562,12/17/2010,Store, $300 ,B,Approve,U,Good = Pay, $30 
100563,12/17/2010,Online, $200 ,J,Approve,S,Bad = Default, $(100)
100564,12/17/2010,Store, $200 ,N,Approve,S,Good = Pay, $20 
100565,12/17/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100566,12/17/2010,Online, $500 ,B,Decline,D,n/a, $-   
100567,12/17/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100568,12/17/2010,Online, $300 ,B,Approve,U,Good = Pay, $30 
100569,12/17/2010,Store, $200 ,B,Approve,U,Good = Pay, $20 
100570,12/17/2010,Online, $500 ,B,Decline,D,n/a, $-   
100571,12/17/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100572,12/17/2010,Online, $500 ,N,Decline,D,n/a, $-   
100573,12/17/2010,Store, $200 ,J,Approve,U,Good = Pay, $20 
100574,12/17/2010,Online, $500 ,N,Decline,D,n/a, $-   
100575,12/17/2010,Online, $500 ,B,Decline,D,n/a, $-   
100576,12/17/2010,Store, $500 ,N,Decline,D,n/a, $-   
100577,12/17/2010,Online, $500 ,J,Decline,D,n/a, $-   
100578,12/17/2010,Store, $200 ,B,Approve,U,Good = Pay, $20 
100579,12/17/2010,Online, $500 ,N,Decline,D,n/a, $-   
100580,12/20/2010,Store, $300 ,N,Decline,D,n/a, $-   
100581,12/20/2010,Online, $500 ,J,Decline,D,n/a, $-   
100582,12/20/2010,Store, $500 ,N,Decline,D,n/a, $-   
100583,12/20/2010,Online, $500 ,B,Decline,D,n/a, $-   
100584,12/20/2010,Online, $200 ,B,Approve,U,Bad = Default, $(200)
100585,12/20/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100586,12/20/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100587,12/20/2010,Store, $300 ,J,Approve,U,Good = Pay, $30 
100588,12/20/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100589,12/20/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100590,12/20/2010,Online, $300 ,B,Approve,U,Good = Pay, $30 
100591,12/20/2010,Store, $200 ,B,Approve,U,Good = Pay, $20 
100592,12/20/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100593,12/20/2010,Online, $500 ,B,Decline,D,n/a, $-   
100594,12/20/2010,Online, $500 ,B,Decline,D,n/a, $-   
100595,12/20/2010,Online, $500 ,B,Decline,D,n/a, $-   
100596,12/20/2010,Online, $500 ,B,Decline,D,n/a, $-   
100597,12/20/2010,Online, $500 ,B,Decline,D,n/a, $-   
100598,12/20/2010,Online, $500 ,J,Decline,D,n/a, $-   
100599,12/20/2010,Online, $500 ,B,Decline,D,n/a, $-   
100600,12/20/2010,Online, $200 ,N,Decline,D,n/a, $-   
100601,12/20/2010,Online, $500 ,B,Decline,D,n/a, $-   
100602,12/20/2010,Online, $500 ,B,Decline,D,n/a, $-   
100603,12/20/2010,Store, $200 ,B,Approve,U,Good = Pay, $20 
100604,12/20/2010,Store, $200 ,N,Approve,S,Good = Pay, $20 
100605,12/20/2010,Store, $200 ,J,Approve,U,Good = Pay, $20 
100606,12/20/2010,Online, $500 ,N,Decline,D,n/a, $-   
100607,12/20/2010,Online, $500 ,B,Decline,D,n/a, $-   
100608,12/20/2010,Store, $200 ,N,Approve,S,Good = Pay, $20 
100609,12/20/2010,Online, $500 ,N,Decline,D,n/a, $-   
100610,12/20/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100611,12/20/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100612,12/20/2010,Online, $200 ,B,Approve,U,Good = Pay, $20 
100613,12/20/2010,Online, $500 ,B,Decline,D,n/a, $-   
100614,12/20/2010,Store, $300 ,B,Approve,U,Good = Pay, $30 
100615,12/20/2010,Store, $200 ,B,Approve,U,Good = Pay, $20 
100616,12/20/2010,Online, $500 ,N,Decline,D,n/a, $-   
100617,12/20/2010,Online, $500 ,J,Decline,D,n/a, $-   
100618,12/20/2010,Online, $500 ,B,Decline,D,n/a, $-   
100619,12/20/2010,Online, $300 ,B,Approve,U,Good = Pay, $30 
100620,12/20/2010,Online, $200 ,N,Decline,D,n/a, $-   
100621,12/20/2010,Store, $200 ,J,Approve,U,Good = Pay, $20 
100622,12/20/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100623,12/20/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100624,12/20/2010,Store, $500 ,N,Decline,D,n/a, $-   
100625,12/20/2010,Online, $500 ,N,Decline,D,n/a, $-   
100626,12/20/2010,Store, $200 ,B,Approve,U,Good = Pay, $20 
100627,12/20/2010,Online, $500 ,B,Decline,D,n/a, $-   
100628,12/20/2010,Store, $300 ,B,Approve,U,Good = Pay, $30 
100629,12/20/2010,Store, $200 ,N,Approve,S,Good = Pay, $20 
100630,12/20/2010,Online, $500 ,B,Decline,D,n/a, $-   
100631,12/20/2010,Online, $500 ,J,Decline,D,n/a, $-   
100632,12/20/2010,Online, $500 ,B,Decline,D,n/a, $-   
100633,12/20/2010,Online, $200 ,N,Decline,D,n/a, $-   
100634,12/20/2010,Online, $500 ,B,Decline,D,n/a, $-   
100635,12/20/2010,Online, $500 ,B,Decline,D,n/a, $-   
100636,12/20/2010,Store, $200 ,B,Approve,U,Good = Pay, $20 
100637,12/20/2010,Store, $200 ,N,Approve,S,Good = Pay, $20 
100638,12/20/2010,Store, $200 ,J,Approve,U,Good = Pay, $20 
100639,12/20/2010,Online, $500 ,N,Decline,D,n/a, $-   
100640,12/20/2010,Online, $500 ,B,Decline,D,n/a, $-   
100641,12/20/2010,Store, $200 ,N,Approve,S,Good = Pay, $20 
100642,12/20/2010,Online, $500 ,N,Decline,D,n/a, $-   
100643,12/20/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100644,12/20/2010,Store, $500 ,B,Approve,S,Bad = Default, $(400)
100645,12/20/2010,Online, $200 ,B,Approve,U,Good = Pay, $20 
100646,12/20/2010,Online, $500 ,B,Decline,D,n/a, $-   
100647,12/20/2010,Store, $300 ,B,Approve,U,Good = Pay, $30 
100648,12/20/2010,Store, $200 ,B,Approve,U,Good = Pay, $20 
100649,12/20/2010,Online, $500 ,N,Decline,D,n/a, $-   
100650,12/20/2010,Online, $500 ,J,Decline,D,n/a, $-   
100651,12/20/2010,Online, $500 ,B,Decline,D,n/a, $-   
100652,12/20/2010,Online, $300 ,B,Approve,U,Good = Pay, $30 
100653,12/20/2010,Online, $200 ,N,Decline,D,n/a, $-   
100654,12/20/2010,Store, $500 ,J,Decline,D,n/a, $-   
100655,12/21/2010,Store, $200 ,B,Approve,U,Good = Pay, $20 
100656,12/21/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100657,12/21/2010,Store, $300 ,N,Decline,D,n/a, $-   
100658,12/21/2010,Store, $200 ,B,Approve,U,Good = Pay, $20 
100659,12/21/2010,Store, $500 ,J,Decline,D,n/a, $-   
100660,12/21/2010,Store, $500 ,N,Decline,D,n/a, $-   
100661,12/21/2010,Online, $200 ,B,Approve,U,Good = Pay, $20 
100662,12/21/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100663,12/21/2010,Online, $500 ,J,Decline,D,n/a, $-   
100664,12/21/2010,Online, $200 ,B,Approve,U,Good = Pay, $20 
100665,12/21/2010,Store, $500 ,N,Decline,D,n/a, $-   
100666,12/21/2010,Store, $300 ,N,Decline,D,n/a, $-   
100667,12/21/2010,Online, $200 ,B,Approve,U,Good = Pay, $20 
100668,12/21/2010,Online, $500 ,B,Decline,D,n/a, $-   
100669,12/21/2010,Online, $500 ,B,Decline,D,n/a, $-   
100670,12/21/2010,Online, $500 ,B,Decline,D,n/a, $-   
100671,12/21/2010,Online, $300 ,B,Approve,U,Good = Pay, $30 
100672,12/21/2010,Online, $200 ,B,Approve,U,Bad = Default, $(200)
100673,12/21/2010,Online, $500 ,N,Decline,D,n/a, $-   
100674,12/21/2010,Store, $500 ,J,Decline,D,n/a, $-   
100675,12/22/2010,Online, $300 ,B,Approve,U,Bad = Default, $(300)
100676,12/22/2010,Online, $200 ,B,Approve,U,Good = Pay, $20 
100677,12/22/2010,Online, $500 ,N,Decline,D,n/a, $-   
100678,12/22/2010,Online, $500 ,N,Decline,D,n/a, $-   
100679,12/22/2010,Store, $300 ,J,Approve,U,Good = Pay, $30 
100680,12/22/2010,Store, $200 ,B,Approve,U,Good = Pay, $20 
100681,12/22/2010,Online, $500 ,B,Decline,D,n/a, $-   
100682,12/22/2010,Online, $500 ,B,Decline,D,n/a, $-   
100683,12/22/2010,Online, $500 ,B,Decline,D,n/a, $-   
100684,12/22/2010,Online, $200 ,B,Approve,U,Good = Pay, $20 
100685,12/22/2010,Online, $500 ,N,Decline,D,n/a, $-   
100686,12/22/2010,Online, $300 ,B,Approve,U,Good = Pay, $30 
100687,12/22/2010,Online, $200 ,J,Approve,S,Good = Pay, $20 
100688,12/22/2010,Online, $500 ,B,Decline,D,n/a, $-   
100689,12/22/2010,Online, $500 ,N,Decline,D,n/a, $-   
100690,12/23/2010,Online, $500 ,B,Decline,D,n/a, $-   
100691,12/23/2010,Store, $200 ,B,Approve,U,Good = Pay, $20 
100692,12/23/2010,Store, $500 ,N,Decline,D,n/a, $-   
100693,12/23/2010,Store, $200 ,N,Approve,S,Good = Pay, $20 
100694,12/23/2010,Online, $300 ,B,Approve,U,Good = Pay, $30 
100695,12/23/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100696,12/23/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100697,12/23/2010,Store, $200 ,B,Approve,U,Good = Pay, $20 
100698,12/23/2010,Online, $300 ,J,Decline,D,n/a, $-   
100699,12/23/2010,Online, $500 ,J,Decline,D,n/a, $-   
100700,12/23/2010,Online, $200 ,B,Approve,U,Good = Pay, $20 
100701,12/23/2010,Store, $500 ,N,Decline,D,n/a, $-   
100702,12/23/2010,Store, $300 ,B,Approve,U,Good = Pay, $30 
100703,12/23/2010,Store, $200 ,J,Approve,U,Bad = Default, $(200)
100704,12/23/2010,Online, $500 ,N,Decline,D,n/a, $-   
100705,12/23/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100706,12/23/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100707,12/23/2010,Online, $200 ,B,Approve,U,Good = Pay, $20 
100708,12/23/2010,Store, $500 ,J,Decline,D,n/a, $-   
100709,12/23/2010,Store, $500 ,N,Decline,D,n/a, $-   
100710,12/23/2010,Online, $200 ,B,Approve,U,Good = Pay, $20 
100711,12/23/2010,Online, $500 ,B,Decline,D,n/a, $-   
100712,12/23/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100713,12/23/2010,Store, $200 ,J,Approve,U,Good = Pay, $20 
100714,12/23/2010,Online, $500 ,B,Decline,D,n/a, $-   
100715,12/23/2010,Online, $200 ,J,Approve,S,Good = Pay, $20 
100716,12/23/2010,Store, $500 ,N,Decline,D,n/a, $-   
100717,12/24/2010,Store, $300 ,B,Approve,U,Good = Pay, $30 
100718,12/24/2010,Store, $200 ,B,Approve,U,Good = Pay, $20 
100719,12/24/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100720,12/24/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100721,12/24/2010,Online, $300 ,N,Decline,D,n/a, $-   
100722,12/24/2010,Online, $200 ,N,Decline,D,n/a, $-   
100723,12/24/2010,Online, $500 ,B,Decline,D,n/a, $-   
100724,12/24/2010,Store, $300 ,B,Approve,U,Good = Pay, $30 
100725,12/24/2010,Store, $200 ,B,Approve,U,Good = Pay, $20 
100726,12/24/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100727,12/24/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100728,12/24/2010,Online, $300 ,N,Decline,D,n/a, $-   
100729,12/24/2010,Online, $200 ,N,Decline,D,n/a, $-   
100730,12/24/2010,Online, $500 ,B,Decline,D,n/a, $-   
100731,12/24/2010,Store, $300 ,B,Approve,U,Good = Pay, $30 
100732,12/24/2010,Store, $200 ,B,Approve,U,Good = Pay, $20 
100733,12/24/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100734,12/24/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100735,12/27/2010,Online, $200 ,B,Approve,U,Good = Pay, $20 
100736,12/27/2010,Online, $500 ,B,Decline,D,n/a, $-   
100737,12/27/2010,Store, $300 ,B,Approve,U,Good = Pay, $30 
100738,12/27/2010,Store, $200 ,B,Approve,U,Good = Pay, $20 
100739,12/27/2010,Online, $500 ,N,Decline,D,n/a, $-   
100740,12/27/2010,Online, $500 ,J,Decline,D,n/a, $-   
100741,12/27/2010,Online, $500 ,B,Decline,D,n/a, $-   
100742,12/27/2010,Online, $300 ,B,Approve,U,Good = Pay, $30 
100743,12/27/2010,Online, $200 ,N,Decline,D,n/a, $-   
100744,12/27/2010,Store, $500 ,J,Decline,D,n/a, $-   
100745,12/27/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100746,12/27/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100747,12/27/2010,Store, $500 ,N,Decline,D,n/a, $-   
100748,12/27/2010,Online, $500 ,N,Decline,D,n/a, $-   
100749,12/27/2010,Online, $500 ,N,Decline,D,n/a, $-   
100750,12/27/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100751,12/27/2010,Online, $500 ,B,Decline,D,n/a, $-   
100752,12/27/2010,Online, $500 ,N,Decline,D,n/a, $-   
100753,12/27/2010,Online, $200 ,J,Approve,S,Good = Pay, $20 
100754,12/27/2010,Online, $500 ,N,Decline,D,n/a, $-   
100755,12/27/2010,Online, $500 ,B,Decline,D,n/a, $-   
100756,12/27/2010,Store, $200 ,B,Approve,U,Good = Pay, $20 
100757,12/27/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100758,12/27/2010,Online, $300 ,J,Decline,D,n/a, $-   
100759,12/27/2010,Online, $200 ,N,Decline,D,n/a, $-   
100760,12/27/2010,Online, $500 ,B,Decline,D,n/a, $-   
100761,12/27/2010,Online, $200 ,J,Approve,S,Good = Pay, $20 
100762,12/27/2010,Online, $500 ,B,Decline,D,n/a, $-   
100763,12/27/2010,Online, $500 ,B,Decline,D,n/a, $-   
100764,12/27/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100765,12/27/2010,Store, $200 ,B,Approve,U,Good = Pay, $20 
100766,12/27/2010,Online, $500 ,N,Decline,D,n/a, $-   
100767,12/27/2010,Store, $200 ,N,Approve,S,Bad = Default, $(100)
100768,12/27/2010,Store, $200 ,N,Approve,S,Good = Pay, $20 
100769,12/27/2010,Store, $200 ,J,Approve,U,Good = Pay, $20 
100770,12/27/2010,Online, $500 ,B,Decline,D,n/a, $-   
100771,12/27/2010,Store, $500 ,B,Approve,S,Bad = Default, $(400)
100772,12/27/2010,Store, $200 ,B,Approve,U,Good = Pay, $20 
100773,12/27/2010,Store, $200 ,J,Approve,U,Good = Pay, $20 
100774,12/27/2010,Online, $200 ,N,Decline,D,n/a, $-   
100775,12/27/2010,Store, $300 ,N,Decline,D,n/a, $-   
100776,12/27/2010,Store, $300 ,B,Approve,U,Good = Pay, $30 
100777,12/27/2010,Store, $500 ,B,Approve,S,Bad = Default, $(400)
100778,12/27/2010,Store, $200 ,B,Approve,U,Good = Pay, $20 
100779,12/27/2010,Store, $500 ,J,Decline,D,n/a, $-   
100780,12/27/2010,Online, $200 ,N,Decline,D,n/a, $-   
100781,12/27/2010,Store, $300 ,N,Decline,D,n/a, $-   
100782,12/27/2010,Store, $300 ,B,Approve,U,Good = Pay, $30 
100783,12/27/2010,Store, $500 ,B,Approve,S,Bad = Default, $(400)
100784,12/27/2010,Store, $200 ,B,Approve,U,Good = Pay, $20 
